ID;Start Date;End Date;Display Date;Title;City;Venue;Type;Org. Body;# of Cat. Entries;# of Artists;Status
1068;1914-02-00;;;Gróf Batthyány Gyula festményeinek és Beck Ö. Fülöp szobrainak gyüjteményes kiállitása;Budapest;Ernst Múzeum;group;Ernst Múzeum;189;2;proof read
634;1914-02-00;;;Kandinsky Kollektiv-Ausstellung;Barmen;Barmen (exact location unknown);group;;0;0;pending
635;1914-02-00;;;Kollektiv-Ausstellung Edvard Munch;Berlin;Fritz Gurlitt;solo;Fritz Gurlitt;81;1;proof read
780;1914-02-00;1914-06-00;;LXXXIII Esposizione;Rome;Palazzo dell'Esposizone;group;;0;0;pending
1295;1914-02-00;;;Oil Paintings and Watercolours by Horace Mann Livens;London;Goupil Gallery;solo;Goupil Gallery;69;1;proof read
640;1914-02-00;1914-03-00;;Pablo Picasso;Vienna;Galerie Miethke;solo;Galerie Miethke;57;1;proof read
1298;1914-02-00;;;Paintings and Drawings by Elliott Seabrooke;London;Carfax Gallery;solo;Carfax Gallery;32;1;proof read
641;1914-02-00;1914-06-00;;"Seconda Esposizione Internazionale d'Arte ""della Secessione"".";Rome;Palazzo dell'Esposizone;group;;659;171;completed
638;1914-02-00;1914-03-00;;Skupina výtvarných umělců. IV. výstava;Prague;Obecní dům;group;Skupina výtvarných umělců;143;9;proof read
742;1914-02-00;1914-03-00;;Werke moderner Pariser Künstler;Zurich;Kunstsalon Wolfsberg;group;;0;0;pending
645;1914-02-01;1914-03-31;;Internationale Ausstellung in der Kunsthalle Bremen;Bremen;Kunsthalle Bremen;group;Kunsthalle Bremen;691;172;completed
646;1914-02-02;1914-02-23;;Exhibition of Paintings and Drawings;New York;Montross Gallery;group;Montross Gallery;0;0;pending
647;1914-02-09;1914-02-21;;Exposition Annuelle, 2me Groupe;Paris;Galerie Druet;group;Galerie Druet;43;9;proof read
941;1914-02-10;1914-02-27;;[XVI. Jahrgang. 1913-14. Fünfte Ausstellung]. Odilon Redon, Waldemar Rösler;Berlin;Paul Cassirer;group;Paul Cassirer;84;2;proof read
636;1914-02-15;1914-03-00;;A Művészház nagy kiállitása;Budapest;Művészház;group;Művészház;180;77;proof read
1126;1914-02-18;1914-03-08;;Csók István kiállítása;Budapest;Műcsarnok;solo;Országos Magyar Képzőművészeti Társulat;142;1;proof read
781;1914-02-21;;;I. Esposizione della Probitas;Rome;Palazzo delle Belle Arti;group;;0;0;pending
648;1914-02-23;1914-03-07;;Exposition de Peintures de Charles Camoin;Paris;Galerie Druet;solo;Galerie Druet;59;1;proof read
1220;1914-03-00;;;[Ludwig M. Fürst];Vienna;Galerie Miethke;solo;Galerie Miethke;0;0;pending
808;1914-03-00;;;Der Sturm. Dreiundzwanzigste Ausstellung.;Berlin;Der Sturm [venues];group;Der Sturm;63;7;proof read
651;1914-03-00;1914-04-00;;No. 4;Moscow;Дом Левиссон;group;;210;21;proof read
1297;1914-03-00;;;Paintings and Drawings by R. Ihlee;London;Carfax Gallery;solo;Carfax Gallery;35;1;proof read
649;1914-03-00;;;Sonderausstellung der Belgischen Kunstvereinigung L'Art Contemporain;Cologne;Gemäldegalerie des Kölnischen Kunstvereins;group;Kölnischer Kunstverein;58;38;completed
754;1914-03-00;;;Spring Exhibition of Paintings;Odessa;Museum of the Society of Fine arts;group;;0;0;pending
650;1914-03-00;1914-04-00;;The First Exhibition of Works by Members of The London Group;London;Goupil Gallery;group;Goupil Gallery;116;27;completed
1281;1914-03-00;1914-07-00;;XLVII. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;Vienna;Gebäude der Secession;group;Vereinigung bildender Künstler Österreichs Secession;205;44;completed
943;1914-03-01;1014-03-29;;[XVI. Jahrgang. 1913-14. Sechste Ausstellung]. Benno Berneis, August Gaul, Camille Pissarro;Berlin;Paul Cassirer;group;Paul Cassirer;88;3;proof read
1375;1914-03-01;1914-03-31;;Ausstellung des Modernen Bundes. Berlin - Paris;Bern;Kunstsalon Ferdinand Wyss;group;"Der Moderne Bund; Kunstsalon Ferdinand Wyss";0;0;pending
652;1914-03-01;1914-04-30;;Société des Artistes Indépendants: 30e exposition;Paris;Champs de Mars (Avenue la Bourdonnais près de l'École Militaire);group;Société des Artistes Indépendants;0;0;pending
1075;1914-03-02;1914-03-17;;Exposition Auguste Herbin;Paris;Galerie Moderne;solo;Galerie Moderne;58;1;proof read
1303;1914-03-03;1914-04-19;;Frühjahr-Ausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;"Verein bildender Künstler Münchens ""Secession""";570;200;completed
654;1914-03-07;1914-04-13;;La Libre Esthétique. Hommage à Dario de Regoyos;Brussels;Brussels (exact location unknown);group;La Libre Esthétique;233;41;proof read
814;1914-03-09;1914-03-21;;Exposition de Drésa;Paris;Galerie Druet;solo;;138;1;proof read
655;1914-03-12;1914-04-01;;An exhibition of original sculpture, in bronze, marble, and wood, by Constantine Brancusi, of Paris;New York;Photo-Secession Galleries;group;;0;0;pending
656;1914-03-14;1914-03-28;;Woodcut Prints [Mokuhanga tenrankai mokuroku];Tokyo;Hibiya Art Museum;group;Der Sturm;70;26;completed
1226;1914-03-15;1914-04-11;;André Derain;Vienna;Galerie Miethke;solo;Galerie Miethke;41;1;completed
657;1914-03-20;1914-04-10;;[Kollektionen: Adolf Erbslöh, Erich Heckel, Otto Hettner, Alfred Helberger, F. Lindau, Richard Langer, Plastiken];Berlin;Fritz Gurlitt;group;Fritz Gurlitt;100;5;proof read
658;1914-03-23;1914-04-04;;Pierre Laprade vous prie de visiter l'Exposition de ses Peintures;Paris;Galerie Druet;solo;Galerie Druet;38;1;proof read
659;1914-03-28;1914-04-17;;Edvard Munch / Ernst Barlach;Dusseldorf;Galerie Alfred Flechtheim;group;Galerie Alfred Flechtheim;0;0;pending
1039;1914-03-29;1914-04-19;;Teplánszky Sándor, Nagy István, Gedő Lipót gyűjteményes kiállitása a Művészházban. VIII. csoport kiállitás;Budapest;Művészház;group;Művészház;262;3;proof read
944;1914-04-00;1914-04-00;beg/04/1914 - ca. 17/04/1914;[Jahrhang XVI. 1913-14. Siebente Ausstellung]. Heinrich Nauen;Berlin;Paul Cassirer;group;Paul Cassirer;121;5;proof read
1219;1914-04-00;1914-05-30;beg/04/1914 - 30/05/1914;[Lili Schüller und Friedrich von Knapitsch];Vienna;Galerie Miethke;group;Galerie Miethke;0;0;pending
643;1914-04-00;1914-05-00;;Der Blaue Reiter / Gemälde-Ausstellung;Trondheim;Trondheim (exact location unknown);group;;0;0;pending
661;1914-04-00;1914-05-00;;Der Sturm. Fünfundzwanzigste Ausstellung. Otakar Kubin;Berlin;Der Sturm [venues];solo;Der Sturm;30;1;proof read
809;1914-04-00;;;Der Sturm. Vierundzwanzigste Ausstellung. Paul Klee;Berlin;Der Sturm [venues];solo;Der Sturm;25;1;completed
662;1914-04-00;1914-05-00;;Exhibition of Works of the Italian Futurist Painters and Sculptors;London;Doré Gallery;group;Doré Gallery;80;7;proof read
660;1914-04-00;;;Haueisen, Pechstein;Frankfurt am Main;Ludwig Schames;group;Ludwig Schames;0;0;pending
1299;1914-04-00;;;Paintings and Drawings by Walter Sickert;London;Carfax Gallery;solo;Carfax Gallery;43;1;proof read
945;1914-04-00;1914-05-08;ca.19/04/1914 - 08/05/1914;XVI. Jahrgang. 1913-14. Achte Ausstellung. [Kollektion Karl Hofer];Berlin;Paul Cassirer;group;Paul Cassirer;98;5;completed
665;1914-04-06;1914-05-03;;Exposition de Sculptures de R. Duchamp-Villon;Paris;Galerie André Groult;group;Galerie André Groult;66;4;completed
666;1914-04-12;1914-09-30;;Erste Ausstellung der Freien Secession Berlin;Berlin;Ausstellungshaus am Kurfürstendamm 208/9;group;;351;146;completed
614;1914-04-12;1914-05-12;;Neue Secession / VI. Ausstellung;Berlin;Neue Galerie;group;Neue Galerie;160;24;completed
663;1914-04-13;1914-05-25;;Esposizione Libera Futurista Internazionale / Pittori e Scultori / Italiani - Russi - Inglesi - Belgi - Nordamericani;Rome;Galleria Futurista - Sprovieri;group;Galleria Futurista - Sprovieri;127;24;completed
667;1914-04-13;1914-06-30;;Société Nationale des Beaux-Arts: XXIVe Exposition;Paris;Grand Palais des Champs Elysées;group;;0;0;pending
668;1914-04-16;1914-05-10;;Kollektionen: Schmidt-Rottluff / Alexander Kanoldt / F.A. Weinzheimer / L.L. Wulf. Plastiken;Berlin;Fritz Gurlitt;group;Fritz Gurlitt;106;3;proof read
669;1914-04-18;1914-05-09;;Exhibition of Paintings by Harold Gilman and Charles Ginner;London;Goupil Gallery;group;Goupil Gallery;35;1;completed
670;1914-04-20;1914-05-02;;Exposition Annuelle, 3eme Groupe;Paris;Galerie Druet;group;Galerie Druet;50;11;proof read
1076;1914-04-20;1914-05-03;;Peintures, Dessins, Aquarelles de Roger de la Fresnaye;Paris;Galerie Levesque;solo;Galerie Levesque;75;1;proof read
672;1914-04-23;1914-10-31;;XI. Esposizione d'Arte della Città di Venezia;Venice;Giardini Pubblici;group;Città di Venezia;2385;497;completed
673;1914-04-30;1914-06-30;;Eighteenth Annual Exhibition;Pittsburgh;Carnegie Institute;group;Carnegie Institute;342;269;completed
677;1914-05-00;1914-06-00;;46. výstava S.V.U. Manes v Praze (členská);Prague;Pavilon v zahradě Kinských;group;Spolek výtvarných umělců Mánes;147;33;proof read
1461;1914-05-00;1914-08-00;;Brighton Public Art Galleries - Exhibition of Modern Spanish Art;Brighton;Public Art Galleries;group;Public Art Galleries;228;112;completed
675;1914-05-00;1914-06-00;;De 3de Internationale Jury-Vrije Tentoonstelling. Vereeniging van Beeldende Kunstnaars;Amsterdam;"Vereenining van Beeldene Kunstenaars ""De Onafhankelijken"". Tentoonstellingsgebou";group;"Vereenining van Beeldene Kunstenaars ""De Onafhankelijken""";516;123;completed
674;1914-05-00;1914-05-27;ca. 10/05/1914 - 27/05/1914;XVI. Jahrgang. 1913/1914. Neunte Ausstellung. [Kollektion Ferdinand Hodler];Berlin;Paul Cassirer;group;Paul Cassirer;92;6;completed
1227;1914-05-02;1914-05-30;;Kollektiv-Ausstellung Leo v. Littrow;Vienna;Galerie Miethke;solo;Galerie Miethke;23;1;completed
678;1914-05-03;1914-06-09;;"Vereeniging ""Sint Lucas"". Drie en Twintigste [23.] Jaarliksche Tentoonstelling";Amsterdam;Stedelijk Museum;group;Vereeniging Sint Lucas;420;214;completed
811;1914-05-04;1914-05-16;;Exposition de Peintures de Felix Vallotton;Paris;Galerie Druet;solo;Galerie Druet;40;1;proof read
680;1914-05-08;1914-06-20;;Twentieth Century Art. A Review of Modern Movements;London;Whitechapel Art Gallery;group;Whitechapel Art Gallery;510;135;completed
1104;1914-05-09;1914-05-12;;Collection Roger Marx. Tableaux, Pastels, Dessins, Aquarelles, Sculptures;Paris;Galerie Manzi, Joyant;group;Galerie Manzi, Joyant;260;66;completed
682;1914-05-09;1914-11-02;;Exposition Générale des Beaux-Arts / Salon Triennale;Brussels;Palais du Cinquantenaire;group;Société Royale des Beaux-Arts;1363;435;proof read
681;1914-05-09;1914-05-27;;Paul Baum, Walter Ophey. Rheinische Expressionisten;Dusseldorf;Galerie Alfred Flechtheim;group;Galerie Alfred Flechtheim;127;17;completed
1072;1914-05-11;1914-05-23;;Exposition Pierre Girieud;Paris;Galeries Paul Rosenberg / L. & P. Rosenberg Fils;solo;Galeries Paul Rosenberg / L. & P. Rosenberg Fils;36;1;proof read
684;1914-05-13;1914-05-27;;Exposition André Lhote;Paris;Galerie Vildrac;group;Galerie Vildrac;34;1;completed
686;1914-05-14;1914-05-16;;Collection de M. Herbert Kullmann (de Manchester);Paris;Hôtel Drouot;auction;"Hôtel Drouot; MM. Bernheim-Jeune & Cie";13;9;proof read
782;1914-05-14;1914-06-10;;Prima Esposizione di pittura futurista;Naples;Galleria Permanente Futurista;group;Galleria Permanente Futurista;87;6;completed
685;1914-05-15;1914-10-04;;Baltiska Utställningen / Konstavdelningen;Malmö;Baltiska parken;group;;0;0;pending
1101;1914-05-16;1914-06-07;;Exposition d'Œuvres de Sculpture et de Peinture du Salon des Artistes Indépendants de Paris;Brussels;Galerie Georges Giroux;group;Galerie Georges Giroux;191;64;proof read
1258;1914-05-17;1914-08-31;;44. výstava vídeňského spolku umělců „Hagenbund“;Hodonín;Dům umělců;group;"Künstlerbund Hagen / Hagenbund; Sdružení výtvarných umělců moravských";174;26;completed
813;1914-05-18;1914-05-30;;Exposition de Peintures de Georges Dufrénoy;Paris;Galerie Druet;solo;;50;1;proof read
688;1914-05-20;1914-06-10;;Prima Esposizione d'Arte del Gruppo Nuove Tendenze;Milan;Famiglia Artistica;group;Famiglia Artistica;63;8;completed
689;1914-05-23;1914-10-31;;Kunstausstellung der Münchener Secession;Munich;Königliches Kunstausstellungsgebäude am Königsplatz;group;;371;159;proof read
946;1914-05-30;1914-07-05;;[XVI. Jahrgang. 1913-14]. Zehnte Ausstellung. Vincent van Gogh;Berlin;Paul Cassirer;solo;Paul Cassirer;151;1;proof read
690;1914-05-30;1914-10-01;;Neue Münchener Secession. Erste Ausstellung;Munich;Galerienstraße 26;group;;193;63;proof read
644;1914-06-00;1914-07-00;;Der Blaue Reiter / Gemälde-Ausstellung;Gothenburg;Gothenburg [exact location unknown];group;;0;0;pending
691;1914-06-00;;;Der Sturm. Sechsundzwanzigste Ausstellung. Marc Chagall;Berlin;Der Sturm [venues];group;Der Sturm;45;3;proof read
693;1914-06-00;1914-07-00;;Fifty-first Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;281;134;proof read
692;1914-06-00;;;VII. Ausstellung. Rheinische Expressionisten;Berlin;Neue Galerie;group;Neue Galerie;55;16;proof read
812;1914-06-02;1914-06-13;;Exhibition de Peintures de G. L. Jaulmes;Paris;Galerie Druet;solo;Galerie Druet;49;1;proof read
694;1914-06-08;1914-06-16;;Le Paysage du Midi;Paris;MM. Bernheim-Jeune & Cie;group;MM. Bernheim-Jeune & Cie;58;22;proof read
695;1914-06-12;1914-07-02;;The London Salon of the Allied Artists' Association, ltd. Seventh Year;London;Holland Park Hall;group;;0;0;pending
743;1914-06-15;1914-07-31;;16 composities van P. Mondrian, Parijs;Hague, The;Kunsthandell W. Walrecht;solo;;0;0;pending
696;1914-06-17;1914-06-30;;Exposition Natalie de Gontcharowa et Michel Larionow;Paris;Galerie Paul Guillaume;group;Galerie Paul Guillaume;127;2;proof read
697;1914-06-20;1914-06-30;;Exposition des Œuvres de Wilhelm Lehmbruck;Paris;Galerie Levesque;solo;Galerie Levesque;29;1;proof read
700;1914-06-27;1914-07-24;;"Der ""Dôme""";Dusseldorf;Galerie Alfred Flechtheim;group;Galerie Alfred Flechtheim;0;0;pending
1350;1914-07-00;;;[Der Sturm. Siebenundzwanzigste Ausstellung];Berlin;Der Sturm [venues];group;;0;0;pending
703;1914-07-00;1914-08-00;;Tentoonstelling van Schilderijen;Domburg;Tentoonstellingszaal;group;;77;23;completed
701;1914-07-00;;;Works by David Bomberg;London;Chenil Gallery;solo;Chenil Gallery;55;1;proof read
698;1914-07-00;1914-10-11;ca. 10/07/1914 - 11/10/1914;XVI. Jahrgang. 1914. Sommer-Ausstellung;Berlin;Paul Cassirer;group;Paul Cassirer;65;20;proof read
702;1914-07-03;1914-10-01;;Première exposition d'Art Moderne Américain / Bryson Burroughs, Ernest Lawson;Paris;Galerie Levesque;group;Galerie Levesque;0;0;pending
704;1914-08-00;1914-10-00;;Der Sturm. Die Futuristen [Achtundzwanzigste Ausstellung];Berlin;Der Sturm [venues];group;Der Sturm;24;4;completed
755;1914-08-15;;;[Kandinsky One-Man exhibition];Geneva;6, rue de Candolle;solo;;0;0;pending
756;1914-09-00;;;[Kandinsky watercolours, One-Man exhibition];Hanover;Kestner-Gesellschaff e.V.;solo;;0;0;pending
705;1914-10-10;1914-10-31;;Opening Exhibition, Season 1914-1915;New York;Montross Gallery;group;Montross Gallery;0;0;pending
810;1914-11-00;1914-12-00;1914;Der Sturm. Neunundzwanzigste Ausstellung;Berlin;Der Sturm [venues];group;Der Sturm;53;7;proof read
706;1914-11-01;1914-11-30;;"Vereeniging ""Sint Lucas"". Tentoonstelling van Aquarellen, Teekeningen, Grafisch en Beeldhouwwerk";Amsterdam;Stedelijk Museum;group;Vereeniging Sint Lucas;326;121;completed
880;1914-11-12;1914-11-28;;Exhibition of Pictures by Childe Hassam;New York;Montross Gallery;solo;;44;1;proof read
850;1914-11-20;1914-12-08;;Vojna i pecat';Saint Petersburg;Saint Petersburg (exact location unknown);group;;0;0;pending
851;1914-11-30;1915-01-11;;Hudozniki - tovariscam vojnam;Moscow;Rooms of the Delovoj dvor;group;;0;0;pending
709;1914-12-00;;Winter 1914;Fifty-second Exhibition of Modern Pictures. New English Art Club;London;Galleries of the Royal Society of British Artists;group;New English Art Club;258;109;completed
707;1914-12-09;1915-01-09;;"An exhibition of recent drawings and paintings by Picasso and by Braque, of Paris. (Simoultaneously an exhibition of archaic Mexican pottery and carvings in stone as also, an exhibition of ""Kalogramas"" by Torres Palomar, of Mexico)";New York;Photo-Secession Galleries;group;;0;0;pending
710;1914-12-22;1915-01-12;;Tentoonstelling van Teekeningen door Vincent van Gogh;Amsterdam;Stedelijk Museum;group;Vereeniging Kunst aan het Volk;211;1;completed
852;1914-12-26;1915-01-26;;Hudoznicy Moskvy-zertvam vojny;Moscow;Room of Leontievskij per. n° 12;group;;0;0;pending
711;1914-12-31;1915-01-31;;Kollektiv-Ausstellung Egon Schiele;Vienna;Galerie Arnot;solo;Galerie Arnot;17;1;proof read
1070;1915-00-00;1915-00-00;;Magyar mesterek második csoportkiállitása;Budapest;Ernst Múzeum;group;Ernst Múzeum;155;9;proof read
1071;1915-00-00;;;Rippl-Rónai József háborus festményeinek és rajzainak kiállitása;Budapest;Ernst Múzeum;solo;Ernst Múzeum;285;1;proof read
807;1915-00-00;;;Sammlung Walden. Gemälde, Zeichnungen, Plastiken;Berlin;Der Sturm [venues];group;;154;36;proof read
708;1915-00-00;;;Vystavka kartin i skulptury russkih hudozhnikov ustroennaja v polzu postradavshih ot vojny Belgijcev;Moscow;Galerie Lemercié;group;;0;0;pending
713;1915-00-00;;;Vystavka kartin Levyh Techenij;Saint Petersburg;Художественное Бюро Добычиной;group;;0;0;pending
1302;1915-00-00;;;"Выставка Картин ""Мир Искусства""";Moscow;Moscow (exact location unknown);group;;442;56;proof read
799;1915-01-00;1915-02-00;1915;Der Sturm. Dreissigste Ausstellung;Berlin;Der Sturm [venues];group;;33;7;proof read
714;1915-01-12;1915-01-26;;An exhibition of recent paintings - never before exhibited any where - by Francis Picabia, of Paris;New York;Photo-Secession Galleries;group;;0;0;pending
715;1915-01-20;1915-02-27;;Special Exhibition. Paintings Drawings Etchings Lithographs and Sculpture by Henri Matisse;New York;Montross Gallery;solo;Montross Gallery;74;1;proof read
716;1915-01-31;1915-02-28;;Tentoonstelling Alma, Le Fauconnier en Mondrian;Rotterdam;Rotterdamsche Kunstkring;group;;64;3;completed
717;1915-02-00;1915-06-00;;"Terza esposizione Internazionale d'Arte della ""Secessione""";Rome;Palazzo dell'Esposizone;group;;388;152;completed
718;1915-02-01;1915-02-13;;An Exhibition of Paintings and Drawings by Max Weber;New York;Ehrich Galleries;group;;0;0;pending
